Gene stable ID,Transcript stable ID,UniProtKB/TrEMBL ID
GSBRNA2T00103813001,CDX96916,
GSBRNA2T00103910001,CDX96972,
GSBRNA2T00103915001,CDX96975,
GSBRNA2T00103793001,CDX96907,
GSBRNA2T00103772001,CDX96893,
GSBRNA2T00103888001,CDX96956,
GSBRNA2T00103760001,CDX96884,
GSBRNA2T00103896001,CDX96964,
GSBRNA2T00103815001,CDX96917,A0A078FKC5
GSBRNA2T00103899001,CDX96967,
GSBRNA2T00103909001,CDX96971,
GSBRNA2T00103797001,CDX96909,
GSBRNA2T00103787001,CDX96904,
GSBRNA2T00103817001,CDX96919,
GSBRNA2T00103763001,CDX96886,A0A078E6N7
GSBRNA2T00103780001,CDX96899,
GSBRNA2T00103828001,CDX96926,
GSBRNA2T00103844001,CDX96934,
GSBRNA2T00103922001,CDX96978,
GSBRNA2T00103913001,CDX96974,
GSBRNA2T00103820001,CDX96921,
GSBRNA2T00103890001,CDX96958,
GSBRNA2T00103873001,CDX96946,
GSBRNA2T00103770001,CDX96891,
GSBRNA2T00103875001,CDX96948,
GSBRNA2T00103883001,CDX96953,
GSBRNA2T00103855001,CDX96938,
GSBRNA2T00103819001,CDX96920,
GSBRNA2T00103900001,CDX96968,
GSBRNA2T00103761001,CDX96885,A0A078E6N7
GSBRNA2T00103894001,CDX96962,
GSBRNA2T00103827001,CDX96925,
GSBRNA2T00103839001,CDX96931,A0A078E6T8
GSBRNA2T00103892001,CDX96960,
GSBRNA2T00103783001,CDX96901,
GSBRNA2T00103921001,CDX96977,
GSBRNA2T00103901001,CDX96969,
GSBRNA2T00103893001,CDX96961,
GSBRNA2T00103878001,CDX96950,
GSBRNA2T00103841001,CDX96933,
GSBRNA2T00103825001,CDX96924,
GSBRNA2T00103863001,CDX96942,
GSBRNA2T00103886001,CDX96955,
GSBRNA2T00103869001,CDX96944,
GSBRNA2T00103882001,CDX96952,
GSBRNA2T00103801001,CDX96913,
GSBRNA2T00103859001,CDX96940,
GSBRNA2T00103872001,CDX96945,
GSBRNA2T00103824001,CDX96923,
GSBRNA2T00103807001,CDX96915,
GSBRNA2T00103897001,CDX96965,
GSBRNA2T00103795001,CDX96908,
GSBRNA2T00103879001,CDX96951,
GSBRNA2T00103836001,CDX96929,
GSBRNA2T00103765001,CDX96888,
GSBRNA2T00103838001,CDX96930,
GSBRNA2T00103805001,CDX96914,
GSBRNA2T00103788001,CDX96905,
GSBRNA2T00103784001,CDX96902,
GSBRNA2T00103895001,CDX96963,
GSBRNA2T00103757001,CDX96882,A0A078FNZ8
GSBRNA2T00103789001,CDX96906,
GSBRNA2T00103756001,CDX96881,
GSBRNA2T00103885001,CDX96954,
GSBRNA2T00103889001,CDX96957,
GSBRNA2T00103764001,CDX96887,
GSBRNA2T00103920001,CDX96976,
GSBRNA2T00103773001,CDX96894,
GSBRNA2T00103779001,CDX96898,
GSBRNA2T00103771001,CDX96892,
GSBRNA2T00103906001,CDX96970,
GSBRNA2T00103800001,CDX96912,
GSBRNA2T00103781001,CDX96900,
GSBRNA2T00103853001,CDX96937,
GSBRNA2T00103829001,CDX96927,
GSBRNA2T00103799001,CDX96911,
GSBRNA2T00103774001,CDX96895,
GSBRNA2T00103861001,CDX96941,
GSBRNA2T00077394001,CDY43855,A0A078HZ22
GSBRNA2T00077388001,CDY43853,A0A078I405
GSBRNA2T00077380001,CDY43850,A0A078HZ19
GSBRNA2T00077373001,CDY43847,A0A078I169
GSBRNA2T00077383001,CDY43852,A0A078I175
GSBRNA2T00077372001,CDY43846,A0A078I208
GSBRNA2T00077392001,CDY43854,A0A0F6QS63
GSBRNA2T00077392001,CDY43854,A0A078I2M9
GSBRNA2T00077377001,CDY43849,A0A078I2M3
GSBRNA2T00077381001,CDY43851,A0A078I214
GSBRNA2T00077375001,CDY43848,A0A078I3Z8
GSBRNA2T00077395001,CDY43856,A0A078I220
GSBRNA2T00077370001,CDY43845,A0A078HZ13
GSBRNA2T00002974001,CDY51218,A0A078IQ34
GSBRNA2T00002979001,CDY51220,A0A078IJF3
GSBRNA2T00002975001,CDY51219,A0A078IP89
GSBRNA2T00002984001,CDY51225,A0A078IJH6
GSBRNA2T00002980001,CDY51221,A0A078IMK8
GSBRNA2T00002983001,CDY51224,A0A078IP93
GSBRNA2T00002973001,CDY51217,A0A078IMR4
GSBRNA2T00002982001,CDY51223,A0A078IQ40
GSBRNA2T00002971001,CDY51216,A0A078IMK1
GSBRNA2T00002981001,CDY51222,A0A078IMS0
GSBRNA2T00020249001,CDY56899,A0A078J1B2
GSBRNA2T00020255001,CDY56900,A0A078J3B6
GSBRNA2T00042789001,CDY64814,A0A078JDR9
GSBRNA2T00008157001,CDY70874,A0A078JVT7
GSBRNA2T00088874001,CDY69570,A0A078JT17
GSBRNA2T00060566001,CDY67277,A0A078JPK3
GSBRNA2T00060564001,CDY67276,A0A078JNH2
GSBRNA2T00013694001,CDY71259,A0A078JX38
GSBRNA2T00097395001,CDY70240,A0A078JUV6
GSBRNA2T00092116001,CDY69736,A0A078JW27
GSBRNA2T00082608001,CDY69055,A0A078JRJ7
GSBRNA2T00075984001,CDY68593,A0A078JM59
GSBRNA2T00004596001,CDY70578,A0A078JSH8
GSBRNA2T00074792001,CDY68476,A0A078JS64
GSBRNA2T00022658001,CDY71940,A0A078K000
GSBRNA2T00023048001,CDY58061,A0A078J307
GSBRNA2T00023038001,CDY58052,A0A078J5K6
GSBRNA2T00023037001,CDY58051,A0A078J5B1
GSBRNA2T00023043001,CDY58055,Q9SQH2
GSBRNA2T00023043001,CDY58055,A0A078J304
GSBRNA2T00023046001,CDY58059,A0A078IZR2
GSBRNA2T00023041001,CDY58054,A0A078J368
GSBRNA2T00023044001,CDY58056,A0A078J5B5
GSBRNA2T00023039001,CDY58053,A0A078IZQ9
GSBRNA2T00023047001,CDY58060,A0A078J373
GSBRNA2T00023045001,CDY58057,A0A078J5L0
GSBRNA2T00093716001,CDY49724,A0A078IJX5
GSBRNA2T00093718001,CDY49726,A0A078IIC3
GSBRNA2T00093721001,CDY49728,A0A078IKW9
GSBRNA2T00093712001,CDY49721,A0A078IIB8
GSBRNA2T00093719001,CDY49727,A0A078IIG1
GSBRNA2T00093723001,CDY49730,A0A078IFP3
GSBRNA2T00093722001,CDY49729,A0A078IJX9
GSBRNA2T00093715001,CDY49723,A0A078IKW4
GSBRNA2T00093724001,CDY49731,A0A078IIC8
GSBRNA2T00093717001,CDY49725,A0A078IFN7
GSBRNA2T00093711001,CDY49720,A0A078IFN4
GSBRNA2T00093713001,CDY49722,A0A078IIF4
GSBRNA2T00028096001,CDY72365,A0A078K107
GSBRNA2T00066114001,CDY67739,A0A078JLR5
GSBRNA2T00058522001,CDY35490,A0A078HAN5
GSBRNA2T00058510001,CDY35481,A0A078HCK2
GSBRNA2T00058531001,CDY35496,A0A078HCL4
GSBRNA2T00058549001,CDY35511,A0A078HCQ9
GSBRNA2T00058533001,CDY35498,A0A078HFA5
GSBRNA2T00058523001,CDY35491,A0A078HCK9
GSBRNA2T00058536001,CDY35501,A0A078HCL7
GSBRNA2T00058534001,CDY35499,A0A078HDI2
GSBRNA2T00058540001,CDY35503,A0A078HFB1
GSBRNA2T00058567001,CDY35522,A0A078HCM6
GSBRNA2T00058557001,CDY35517,A0A078HCM1
GSBRNA2T00058535001,CDY35500,A0A078HAP3
GSBRNA2T00058525001,CDY35493,A0A078HFA0
GSBRNA2T00058546001,CDY35509,A0A078HDJ4
GSBRNA2T00058527001,CDY35494,A0A078HDI0
GSBRNA2T00058547001,CDY35510,A0A078HAQ3
GSBRNA2T00058564001,CDY35521,A0A078HCT3
GSBRNA2T00058524001,CDY35492,A0A078HCI5
GSBRNA2T00058513001,CDY35483,A0A078HF89
GSBRNA2T00058544001,CDY35507,A0A078HCK0
GSBRNA2T00058528001,CDY35495,A0A078HAN9
GSBRNA2T00058539001,CDY35502,A0A078HCJ5
GSBRNA2T00058518001,CDY35486,A0A078HCK5
GSBRNA2T00058558001,CDY35518,A0A078HFE5
GSBRNA2T00058545001,CDY35508,A0A078HFB7
GSBRNA2T00058563001,CDY35520,A0A078HAW0
GSBRNA2T00058542001,CDY35505,A0A078HAP8
GSBRNA2T00058516001,CDY35485,A0A078HAN0
GSBRNA2T00058561001,CDY35519,A0A078HDN8
GSBRNA2T00058553001,CDY35515,A0A078HAU6
GSBRNA2T00058519001,CDY35487,A0A078HCI0
GSBRNA2T00058552001,CDY35514,A0A078HDM7
GSBRNA2T00058554001,CDY35516,A0A078HCS6
GSBRNA2T00058512001,CDY35482,A0A078HCH3
GSBRNA2T00058541001,CDY35504,A0A078HDI6
GSBRNA2T00058568001,CDY35523,A0A078HFE9
GSBRNA2T00058521001,CDY35489,A0A078HDH6
GSBRNA2T00058543001,CDY35506,A0A078HCM4
GSBRNA2T00058551001,CDY35513,A0A078HFE3
GSBRNA2T00058515001,CDY35484,A0A078HDH4
GSBRNA2T00058532001,CDY35497,A0A078HCJ0
GSBRNA2T00058550001,CDY35512,A0A078HCL8
GSBRNA2T00058520001,CDY35488,A0A078HF93
GSBRNA2T00006902001,CDY70710,A0A078JW93
GSBRNA2T00026236001,CDY72289,A0A078HUY0
GSBRNA2T00092440001,CDY69771,A0A078JWB1
GSBRNA2T00092441001,CDY69772,A0A078JW67
GSBRNA2T00022818001,CDY71964,A0A078JZ48
GSBRNA2T00012136001,CDY71220,A0A078JXQ8
GSBRNA2T00003927001,CDY70508,A0A078JSC1
GSBRNA2T00044131001,CDY65073,A0A078JBS2
GSBRNA2T00044127001,CDY65069,A0A078JEF3
GSBRNA2T00044132001,CDY65074,A0A078JEF7
GSBRNA2T00044133001,CDY65075,A0A078JF19
GSBRNA2T00044128001,CDY65070,A0A078JF14
GSBRNA2T00044130001,CDY65072,A0A078JI54
GSBRNA2T00044129001,CDY65071,A0A078JH90
GSBRNA2T00014717001,CDY71408,A0A078JV13
GSBRNA2T00093060001,CDY69849,A0A078JSQ5
GSBRNA2T00041518001,CDY28846,A0A078GTM2
GSBRNA2T00041534001,CDY28858,A0A078GW40
GSBRNA2T00041560001,CDY28878,A0A078GW64
GSBRNA2T00041541001,CDY28862,A0A078GUT7
GSBRNA2T00041595001,CDY28902,A0A078GUX4
GSBRNA2T00041590001,CDY28898,A0A078GW88
GSBRNA2T00041550001,CDY28869,A0A078GUQ6
GSBRNA2T00041592001,CDY28899,A0A078GUT5
GSBRNA2T00041558001,CDY28876,A0A078GTN7
GSBRNA2T00041565001,CDY28881,A0A078HWA7
GSBRNA2T00041523001,CDY28850,A0A078IZY0
GSBRNA2T00041545001,CDY28864,A0A078GUQ0
GSBRNA2T00041553001,CDY28872,A0A078GUU4
GSBRNA2T00041522001,CDY28849,A0A078GUN0
GSBRNA2T00041538001,CDY28861,A0A078GTN1
GSBRNA2T00041502001,CDY28834,A0A078GUL0
GSBRNA2T00041547001,CDY28866,A0A078GTN2
GSBRNA2T00041548001,CDY28867,A0A078GUU0
GSBRNA2T00041569001,CDY28884,A0A078GUS2
GSBRNA2T00041536001,CDY28859,A0A078GUP2
GSBRNA2T00041561001,CDY28879,A0A078GUR7
GSBRNA2T00041524001,CDY28851,A0A078GTM5
GSBRNA2T00041554001,CDY28873,A0A078GW59
GSBRNA2T00041513001,CDY28841,A0A078GTL9
GSBRNA2T00041567001,CDY28882,A0A078GUV0
GSBRNA2T00041527001,CDY28854,A0A078GUN6
GSBRNA2T00041596001,CDY28903,A0A078GW94
GSBRNA2T00041542001,CDY28863,A0A078GW46
GSBRNA2T00041551001,CDY28870,A0A078GQR4
GSBRNA2T00041571001,CDY28886,A0A078GTP4
GSBRNA2T00041568001,CDY28883,A0A078GW72
GSBRNA2T00041505001,CDY28837,A0A078GUR8
GSBRNA2T00041578001,CDY28890,A0A078GQS7
GSBRNA2T00041588001,CDY28897,A0A078GUX0
GSBRNA2T00041594001,CDY28901,A0A078GTQ0
GSBRNA2T00041503001,CDY28835,A0A078GQN0
GSBRNA2T00041549001,CDY28868,A0A078GW52
GSBRNA2T00041575001,CDY28888,A0A078GW75
GSBRNA2T00041512001,CDY28840,A0A078GQN6
GSBRNA2T00041529001,CDY28856,A0A078GTM7
GSBRNA2T00041526001,CDY28853,A0A078GW34
GSBRNA2T00041514001,CDY28842,A0A078GUS3
GSBRNA2T00041593001,CDY28900,A0A078GQT6
GSBRNA2T00041564001,CDY28880,A0A078GQR9
GSBRNA2T00041516001,CDY28844,A0A078GUM3
GSBRNA2T00041515001,CDY28843,A0A078GW22
GSBRNA2T00041559001,CDY28877,A0A078GUU6
GSBRNA2T00041584001,CDY28894,A0A078GUT0
GSBRNA2T00041585001,CDY28895,A0A078GQT2
GSBRNA2T00041552001,CDY28871,A0A078GTN5
GSBRNA2T00041555001,CDY28874,A0A078GUR1
GSBRNA2T00041504001,CDY28836,A0A078GTL4
GSBRNA2T00041509001,CDY28838,A0A078GW16
GSBRNA2T00041586001,CDY28896,A0A078GTP9
GSBRNA2T00041521001,CDY28848,A0A078GW28
GSBRNA2T00041572001,CDY28887,A0A078GUV3
GSBRNA2T00041501001,CDY28833,A0A078GW11
GSBRNA2T00041537001,CDY28860,A0A078GQQ3
GSBRNA2T00041570001,CDY28885,A0A078GQS3
GSBRNA2T00041546001,CDY28865,A0A078GQQ9
GSBRNA2T00041576001,CDY28889,A0A078GUS5
GSBRNA2T00041510001,CDY28839,A0A078GUL7
GSBRNA2T00041525001,CDY28852,A0A078GUS9
GSBRNA2T00041580001,CDY28891,A0A078GTP6
GSBRNA2T00041530001,CDY28857,A0A078GUT3
GSBRNA2T00041581001,CDY28892,A0A078GUV8
GSBRNA2T00041556001,CDY28875,A0A078GQR7
GSBRNA2T00041582001,CDY28893,A0A078GW83
GSBRNA2T00041528001,CDY28855,A0A078GQP7
GSBRNA2T00041517001,CDY28845,A0A078GQP0
GSBRNA2T00041520001,CDY28847,A0A078GUS7
GSBRNA2T00035942001,CDY62093,A0A078JCV3
GSBRNA2T00035939001,CDY62090,A0A078JA70
GSBRNA2T00035943001,CDY62094,A0A078J6L2
GSBRNA2T00035941001,CDY62092,A0A078JWX1
GSBRNA2T00096551001,CDY70117,A0A078JWY4
GSBRNA2T00096789001,CDY70146,A0A078JXA8
GSBRNA2T00023407001,CDY72057,A0A078K2C2
GSBRNA2T00017584001,CDY71601,A0A078K1F2
GSBRNA2T00053448001,CDY66356,A0A078JKM5
GSBRNA2T00053450001,CDY66358,A0A078JFK6
GSBRNA2T00053449001,CDY66357,A0A078JLU4
GSBRNA2T00066814001,CDY67775,A0A078JMX5
GSBRNA2T00066812001,CDY67774,A0A078JLW3
GSBRNA2T00004443001,CDY51872,A0A078IPL0
GSBRNA2T00004453001,CDY51880,A0A078ILC7
GSBRNA2T00004438001,CDY51868,A0A078IS12
GSBRNA2T00004440001,CDY51870,A0A078ILC1
GSBRNA2T00004439001,CDY51869,A0A078IR02
GSBRNA2T00004444001,CDY51873,A0A078IS21
GSBRNA2T00004448001,CDY51876,A0A078IPI9
GSBRNA2T00004445001,CDY51874,A0A078IR06
GSBRNA2T00004450001,CDY51878,A0A078IS27
GSBRNA2T00004451001,CDY51879,A0A078IR09
GSBRNA2T00004454001,CDY51881,A0A078IPJ3
GSBRNA2T00004441001,CDY51871,A0A078IPI4
GSBRNA2T00004447001,CDY51875,A0A078ILC3
GSBRNA2T00004449001,CDY51877,A0A078IPL5
GSBRNA2T00018809001,CDY22333,A0A078GCB5
GSBRNA2T00018847001,CDY22365,A0A078G7A0
GSBRNA2T00018891001,CDY22401,A0A078GAI4
GSBRNA2T00018870001,CDY22384,A0A078GAH8
GSBRNA2T00018795001,CDY22322,A0A078GB61
GSBRNA2T00018868001,CDY22382,A0A078GBC7
GSBRNA2T00018806001,CDY22332,D5L0E2
GSBRNA2T00018806001,CDY22332,A0A078GB71
GSBRNA2T00018866001,CDY22380,A0A078G7B4
GSBRNA2T00018780001,CDY22311,A0A078GA92
GSBRNA2T00018789001,CDY22318,A0A078GCA1
GSBRNA2T00018903001,CDY22411,A0A078GAJ8
GSBRNA2T00018813001,CDY22337,A0A078GB76
GSBRNA2T00018774001,CDY22307,A0A078GB46
GSBRNA2T00018814001,CDY22338,A0A078GCC1
GSBRNA2T00018766001,CDY22300,A0A078G744
GSBRNA2T00018835001,CDY22355,A0A078G790
GSBRNA2T00018775001,CDY22308,A0A078GC93
GSBRNA2T00018907001,CDY22415,A0A078G7D8
GSBRNA2T00018906001,CDY22414,A0A078GAL1
GSBRNA2T00018836001,CDY22356,A0A078GAD2
GSBRNA2T00018899001,CDY22407,A0A078GBF3
GSBRNA2T00018873001,CDY22387,A0A078GBD2
GSBRNA2T00018857001,CDY22373,A0A078GCF0
GSBRNA2T00018783001,CDY22314,A0A078GAA5
GSBRNA2T00018871001,CDY22385,A0A078G7B8
GSBRNA2T00018886001,CDY22396,A0A078GAI1
GSBRNA2T00018908001,CDY22416,A0A078GAK5
GSBRNA2T00018779001,CDY22310,A0A078G749
GSBRNA2T00018901001,CDY22409,A0A078GAK6
GSBRNA2T00018830001,CDY22351,A0A078GAC9
GSBRNA2T00018874001,CDY22388,A0A078GCG1
GSBRNA2T00018867001,CDY22381,A0A078GAG7
GSBRNA2T00018905001,CDY22413,A0A078GCI8
GSBRNA2T00018817001,CDY22341,A0A078GAC3
GSBRNA2T00018773001,CDY22306,A0A078GA87
GSBRNA2T00018800001,CDY22327,A0A078GB66
GSBRNA2T00018829001,CDY22350,A0A078G784
GSBRNA2T00018850001,CDY22368,A0A078GCE4
GSBRNA2T00018784001,CDY22315,A0A078G752
GSBRNA2T00018787001,CDY22317,A0A078GB56
GSBRNA2T00018792001,CDY22320,A0A078G755
GSBRNA2T00018858001,CDY22374,A0A078GAG6
GSBRNA2T00018864001,CDY22378,A0A078GCF3
GSBRNA2T00018863001,CDY22377,A0A078GBC1
GSBRNA2T00018890001,CDY22400,A0A078G7D0
GSBRNA2T00018902001,CDY22410,A0A078G7D7
GSBRNA2T00018855001,CDY22371,A0A078GAF6
GSBRNA2T00018875001,CDY22389,A0A078GAI2
GSBRNA2T00018769001,CDY22303,A0A078GC87
GSBRNA2T00018882001,CDY22393,A0A078GCG5
GSBRNA2T00018844001,CDY22362,A0A078GBA3
GSBRNA2T00018872001,CDY22386,A0A078GAH2
GSBRNA2T00018804001,CDY22331,A0A078GAB3
GSBRNA2T00018910001,CDY22417,A0A078GBG4
GSBRNA2T00018838001,CDY22358,A0A078JNZ1
GSBRNA2T00018803001,CDY22330,A0A078G764
GSBRNA2T00018843001,CDY22361,A0A078GAD6
GSBRNA2T00018852001,CDY22370,A0A078G7A3
GSBRNA2T00018860001,CDY22376,A0A078GAG1
GSBRNA2T00018884001,CDY22394,A0A078GAI8
GSBRNA2T00018833001,CDY22353,A0A078GCD1
GSBRNA2T00018798001,CDY22325,A0A078G759
GSBRNA2T00018846001,CDY22364,A0A078GAF7
GSBRNA2T00018820001,CDY22344,A0A078GAD7
GSBRNA2T00018869001,CDY22383,A0A078GCF6
GSBRNA2T00018767001,CDY22301,A0A078GA81
GSBRNA2T00018859001,CDY22375,A0A078G7A9
GSBRNA2T00018815001,CDY22339,A0A078GAD1
GSBRNA2T00018824001,CDY22347,A0A078GB87
GSBRNA2T00018826001,CDY22348,A0A078GCC9
GSBRNA2T00018778001,CDY22309,Q2F3J9
GSBRNA2T00018778001,CDY22309,A0A078GA98
GSBRNA2T00018845001,CDY22363,A0A078GCE0
GSBRNA2T00018790001,CDY22319,A0A078GAA9
GSBRNA2T00018794001,CDY22321,A0A078GAA2
GSBRNA2T00018781001,CDY22312,A0A1D8MQL3
GSBRNA2T00018781001,CDY22312,A0A1D8MQL1
GSBRNA2T00018781001,CDY22312,A0A1D8MQL2
GSBRNA2T00018781001,CDY22312,A0A078GB52
GSBRNA2T00018885001,CDY22395,A0A078G7C7
GSBRNA2T00018797001,CDY22324,A0A078GAB5
GSBRNA2T00018834001,CDY22354,A0A078GAE9
GSBRNA2T00018900001,CDY22408,A0A078CCL2
GSBRNA2T00018796001,CDY22323,A0A078GCA4
GSBRNA2T00018842001,CDY22360,A0A078G796
GSBRNA2T00018848001,CDY22366,A0A078GAE0
GSBRNA2T00018801001,CDY22328,A0A078GCB0
GSBRNA2T00018888001,CDY22398,A0A078GCH2
GSBRNA2T00018823001,CDY22346,A0A078GAC5
GSBRNA2T00018840001,CDY22359,A0A078GAF2
GSBRNA2T00018802001,CDY22329,A0A078GAC1
GSBRNA2T00018799001,CDY22326,A0A078GAA8
GSBRNA2T00018782001,CDY22313,A0A078GC96
GSBRNA2T00018770001,CDY22304,A0A078GA94
GSBRNA2T00018865001,CDY22379,A0A078GAH1
GSBRNA2T00018895001,CDY22404,A0A078GAK0
GSBRNA2T00018785001,CDY22316,A0A078GA97
GSBRNA2T00018819001,CDY22343,A0A078GCC5
GSBRNA2T00018898001,CDY22406,A0A078GAI9
GSBRNA2T00018837001,CDY22357,A0A078GB98
GSBRNA2T00018904001,CDY22412,A0A078GBF9
GSBRNA2T00018822001,CDY22345,A0A078G778
GSBRNA2T00018856001,CDY22372,A0A078GBB6
GSBRNA2T00018772001,CDY22305,A0A078G748
GSBRNA2T00018877001,CDY22390,A0A078G7C3
GSBRNA2T00018913001,CDY22419,A0A078GAL7
GSBRNA2T00018810001,CDY22334,E1U690
GSBRNA2T00018768001,CDY22302,A0A078GB41
GSBRNA2T00018828001,CDY22349,A0A078GAE3
GSBRNA2T00018889001,CDY22399,A0A078GAJ1
GSBRNA2T00018878001,CDY22391,A0A078GAH7
GSBRNA2T00018816001,CDY22340,A0A078G773
GSBRNA2T00018896001,CDY22405,A0A078G7D3
GSBRNA2T00018887001,CDY22397,A0A078GBE2
GSBRNA2T00018879001,CDY22392,A0A078GBD7
GSBRNA2T00018851001,CDY22369,A0A078GAG2
GSBRNA2T00018832001,CDY22352,A0A078GB92
GSBRNA2T00018849001,CDY22367,A0A078GBA8
GSBRNA2T00018894001,CDY22403,A0A078GCH8
GSBRNA2T00018811001,CDY22335,A0A078G769
GSBRNA2T00018911001,CDY22418,A0A078GCJ5
GSBRNA2T00018892001,CDY22402,A0A078GBE7
GSBRNA2T00018818001,CDY22342,A0A078GB81
GSBRNA2T00018812001,CDY22336,A0A078GAB8
GSBRNA2T00014408001,CDY71374,A0A078JXC6
GSBRNA2T00069128001,CDY68031,A0A078JQS1
GSBRNA2T00069129001,CDY68032,A0A078JRH6
GSBRNA2T00054659001,CDY66622,A0A078JMM7
GSBRNA2T00034413001,CDY61830,A0A078JBM2
GSBRNA2T00034412001,CDY61829,A0A078J9N3
GSBRNA2T00074218001,CDY68435,A0A078JPR2
GSBRNA2T00013469001,CDY71232,A0A078JZZ0
GSBRNA2T00079901001,CDY68813,A0A059SX15
GSBRNA2T00079901001,CDY68813,A0A078JMU1
GSBRNA2T00011181001,CDY71094,A0A078JWF3
GSBRNA2T00023252001,CDY72035,A0A078K060
GSBRNA2T00017448001,CDY71589,A0A078JY13
GSBRNA2T00017447001,CDY71588,A0A078JVH1
GSBRNA2T00051239001,CDY66051,A0A078JJR3
GSBRNA2T00051236001,CDY66049,A0A078JH61
GSBRNA2T00051240001,CDY66052,A0A078JL11
GSBRNA2T00051237001,CDY66050,A0A078JHR3
GSBRNA2T00081962001,CDY68982,A0A078JU22
GSBRNA2T00081963001,CDY68983,A0A078JN81
GSBRNA2T00026193001,CDY59508,A0A078J5I1
GSBRNA2T00026195001,CDY59510,A0A078J852
GSBRNA2T00026194001,CDY59509,A0A078J7T7
GSBRNA2T00026197001,CDY59512,A0A078J1Q2
GSBRNA2T00026192001,CDY59507,A0A078J5G1
GSBRNA2T00019462001,CDY56354,A0A078J066
GSBRNA2T00019461001,CDY56353,A0A078IX18
GSBRNA2T00019459001,CDY56352,A0A078J2H5
GSBRNA2T00008589001,CDY70945,A0A078JX05
GSBRNA2T00042350001,CDY64562,A0A078JGJ6
GSBRNA2T00042349001,CDY64561,A0A078JFS7
GSBRNA2T00074497001,CDY42262,A0A078HWS0
GSBRNA2T00074493001,CDY42258,A0A078HZQ3
GSBRNA2T00074460001,CDY42239,A0A078HY14
GSBRNA2T00074464001,CDY42240,A0A078HUP4
GSBRNA2T00074486001,CDY42253,A0A078HZP7
GSBRNA2T00074476001,CDY42245,A0A078HUP9
GSBRNA2T00074473001,CDY42243,A0A078HZN9
GSBRNA2T00074474001,CDY42244,A0A078HY20
GSBRNA2T00074472001,CDY42242,A0A078HWP6
GSBRNA2T00074490001,CDY42256,A0A078HWX4
GSBRNA2T00074452001,CDY42234,A0A078HY09
GSBRNA2T00074494001,CDY42259,A0A078HY38
GSBRNA2T00074484001,CDY42251,A0A078HWW9
GSBRNA2T00074465001,CDY42241,A0A078HWV9
GSBRNA2T00074495001,CDY42260,A0A078HUR2
GSBRNA2T00074456001,CDY42235,A0A078HUN9
GSBRNA2T00074481001,CDY42248,A0A078HZP2
GSBRNA2T00074487001,CDY42254,A0A078HY33
GSBRNA2T00074491001,CDY42257,A0A078HWR4
GSBRNA2T00074459001,CDY42238,A0A078HZN4
GSBRNA2T00074482001,CDY42249,A0A078HY27
GSBRNA2T00074483001,CDY42250,A0A078HUQ4
GSBRNA2T00074485001,CDY42252,A0A078HWQ7
GSBRNA2T00074496001,CDY42261,A0A078HWY1
GSBRNA2T00074499001,CDY42263,D6RT97
GSBRNA2T00074499001,CDY42263,A0A078HZQ8
GSBRNA2T00074480001,CDY42247,A0A078HWQ2
GSBRNA2T00074488001,CDY42255,A0A078HUQ8
GSBRNA2T00074458001,CDY42237,A0A078HWP1
GSBRNA2T00074457001,CDY42236,A0A078HWV3
GSBRNA2T00074477001,CDY42246,A0A078HWW4
GSBRNA2T00007507001,CDY70782,A0A078JYS0
GSBRNA2T00017058001,CDY71539,A0A078JXW4
GSBRNA2T00092788001,CDY69816,A0A078JWF1
GSBRNA2T00092787001,CDY69815,A0A078JTQ6
GSBRNA2T00092474001,CDY69787,A0A078JW78
GSBRNA2T00038003001,CDY63183,A0A078J8H3
GSBRNA2T00037999001,CDY63181,A0A078EL01
GSBRNA2T00038001001,CDY63182,A0A078JEI7
GSBRNA2T00037997001,CDY63180,A0A078JBM4
GSBRNA2T00064322001,CDY67504,A0A078JL40
GSBRNA2T00034303001,CDY72658,A0A078JYA3
GSBRNA2T00096278001,CDY70083,A0A078JR63
GSBRNA2T00014892001,CDY71438,A0A078JV40
GSBRNA2T00097103001,CDY70206,A0A078JXI5
GSBRNA2T00023249001,CDY72033,A0A078JWJ1
GSBRNA2T00010769001,CDY71048,A0A078JU01
GSBRNA2T00097186001,CDY50634,A0A078IML0
GSBRNA2T00097197001,CDY50642,A0A078IL52
GSBRNA2T00097193001,CDY50639,A0A078IML4
GSBRNA2T00097200001,CDY50645,A0A078II17
GSBRNA2T00097188001,CDY50635,A0A078II07
GSBRNA2T00097196001,CDY50641,A0A078IKU7
GSBRNA2T00097192001,CDY50638,A0A078INJ2
GSBRNA2T00097183001,CDY50632,A0A078IL44
GSBRNA2T00097199001,CDY50644,A0A078IML8
GSBRNA2T00097201001,CDY50646,A0A078IKV0
GSBRNA2T00097195001,CDY50640,A0A078II12
GSBRNA2T00097182001,CDY50631,A0A078IKU3
GSBRNA2T00097189001,CDY50636,A0A078IKU4
GSBRNA2T00097198001,CDY50643,A0A078INJ4
GSBRNA2T00097184001,CDY50633,A0A078INI9
GSBRNA2T00097191001,CDY50637,A0A078IL49
GSBRNA2T00008559001,CDY70931,A0A078JZD4
GSBRNA2T00025658001,CDY72196,A0A078K2Z9
GSBRNA2T00019994001,CDY71750,A0A078JZF0
GSBRNA2T00054401001,CDY66473,A0A078JFS8
GSBRNA2T00054400001,CDY66472,A0A078JM61
GSBRNA2T00054402001,CDY66474,A0A078JID0
GSBRNA2T00055530001,CDY66664,A0A078JIW3
