arabidopsis,tomato,Group Number
AT5G10745,Solyc08g068930.3,OG0003135
AT5G24980,Solyc08g006580.3,OG0003135
AT5G24980,Solyc08g068930.3,OG0003135
AT1G07200,Solyc06g051460.4,OG0001933
AT1G07200,Solyc09g055230.3,OG0001933
AT2G29970,Solyc06g051460.4,OG0001933
AT2G29970,Solyc09g055230.3,OG0001933
AT1G77120,Solyc04g064710.3,OG0008884
AT2G30090,Solyc02g064690.3,OG0001277
AT2G23060,Solyc02g064690.3,OG0001277
AT4G37580,Solyc02g064690.3,OG0001277
AT5G67430,Solyc02g064690.3,OG0001277
AT1G55370,Solyc03g062710.4,OG0009867
AT1G56590,Solyc01g100820.3,OG0010483
ATCG01230,Solyc00g500242.1,OG0000140
ATCG01230,Solyc00g500277.1,OG0000140
ATCG01230,Solyc10g049590.1,OG0000140
AT2G07718,Solyc00g500242.1,OG0000140
AT2G07718,Solyc00g500277.1,OG0000140
AT2G07718,Solyc10g049590.1,OG0000140
AT2G07773,Solyc00g500242.1,OG0000140
AT2G07773,Solyc00g500277.1,OG0000140
AT2G07773,Solyc10g049590.1,OG0000140
ATMG00590,Solyc00g500242.1,OG0000140
ATMG00590,Solyc00g500277.1,OG0000140
ATMG00590,Solyc10g049590.1,OG0000140
ATCG00905,Solyc00g500242.1,OG0000140
ATCG00905,Solyc00g500277.1,OG0000140
ATCG00905,Solyc10g049590.1,OG0000140
ATMG00040,Solyc00g500242.1,OG0000140
ATMG00040,Solyc00g500277.1,OG0000140
ATMG00040,Solyc10g049590.1,OG0000140
ATMG01080,Solyc00g500242.1,OG0000140
ATMG01080,Solyc00g500277.1,OG0000140
ATMG01080,Solyc10g049590.1,OG0000140
AT2G07681,Solyc00g500242.1,OG0000140
AT2G07681,Solyc00g500277.1,OG0000140
AT2G07681,Solyc10g049590.1,OG0000140
AT2G07675,Solyc00g500242.1,OG0000140
AT2G07675,Solyc00g500277.1,OG0000140
AT2G07675,Solyc10g049590.1,OG0000140
ATMG00900,Solyc00g500242.1,OG0000140
ATMG00900,Solyc00g500277.1,OG0000140
ATMG00900,Solyc10g049590.1,OG0000140
AT2G07771,Solyc00g500242.1,OG0000140
AT2G07771,Solyc00g500277.1,OG0000140
AT2G07771,Solyc10g049590.1,OG0000140
ATMG00910,Solyc00g500242.1,OG0000140
ATMG00910,Solyc00g500277.1,OG0000140
ATMG00910,Solyc10g049590.1,OG0000140
ATMG00980,Solyc00g500242.1,OG0000140
ATMG00980,Solyc00g500277.1,OG0000140
ATMG00980,Solyc10g049590.1,OG0000140
AT2G07777,Solyc00g500242.1,OG0000140
AT2G07777,Solyc00g500277.1,OG0000140
AT2G07777,Solyc10g049590.1,OG0000140
ATMG00890,Solyc00g500242.1,OG0000140
ATMG00890,Solyc00g500277.1,OG0000140
ATMG00890,Solyc10g049590.1,OG0000140
ATMG01090,Solyc00g500242.1,OG0000140
ATMG01090,Solyc00g500277.1,OG0000140
ATMG01090,Solyc10g049590.1,OG0000140
AT2G07671,Solyc00g500242.1,OG0000140
AT2G07671,Solyc00g500277.1,OG0000140
AT2G07671,Solyc10g049590.1,OG0000140
AT5G45770,Solyc02g072250.1,OG0002438
AT5G45770,Solyc03g006050.4,OG0002438
AT4G18760,Solyc02g072250.1,OG0002438
AT4G18760,Solyc03g006050.4,OG0002438
AT1G63430,Solyc12g056300.3,OG0002533
AT1G63430,Solyc08g080830.3,OG0002533
AT5G41180,Solyc12g056300.3,OG0002533
AT5G41180,Solyc08g080830.3,OG0002533
AT2G01900,Solyc01g005090.3,OG0007245
AT1G12400,Solyc08g079610.3,OG0010300
AT5G64410,Solyc04g076780.4,OG0013700
AT5G20720,Solyc07g042250.3,OG0012796
AT4G25560,Solyc03g025870.3,OG0002505
AT4G25560,Solyc01g009650.1,OG0002505
AT5G52260,Solyc03g025870.3,OG0002505
AT5G52260,Solyc01g009650.1,OG0002505
AT1G64790,Solyc04g050510.3,OG0009524
AT1G52290,Solyc03g120760.4,OG0009556
AT3G48210,Solyc06g071600.3,OG0005423
AT3G48210,Solyc03g112550.3,OG0005423
AT5G56330,Solyc06g075050.2,OG0000595
AT5G56330,Solyc06g075060.2,OG0000595
AT5G56330,Solyc06g075070.4,OG0000595
AT5G56330,Solyc11g069640.2,OG0000595
AT1G08065,Solyc06g075050.2,OG0000595
AT1G08065,Solyc06g075060.2,OG0000595
AT1G08065,Solyc06g075070.4,OG0000595
AT1G08065,Solyc11g069640.2,OG0000595
AT2G28210,Solyc06g075050.2,OG0000595
AT2G28210,Solyc06g075060.2,OG0000595
AT2G28210,Solyc06g075070.4,OG0000595
AT2G28210,Solyc11g069640.2,OG0000595
AT1G08080,Solyc06g075050.2,OG0000595
AT1G08080,Solyc06g075060.2,OG0000595
AT1G08080,Solyc06g075070.4,OG0000595
AT1G08080,Solyc11g069640.2,OG0000595
AT2G06050,Solyc07g007870.3,OG0006414
AT3G23410,Solyc09g090350.3,OG0010866
AT5G46420,Solyc02g071280.3,OG0012678
AT5G64330,Solyc01g098820.3,OG0003184
AT5G64330,Solyc01g105680.4,OG0003184
AT5G64330,Solyc10g047530.2,OG0003184
AT5G50460,Solyc06g050910.1,OG0005507
AT3G48570,Solyc06g050910.1,OG0005507
AT1G07960,Solyc11g069690.3,OG0009207
AT4G07940,Solyc01g094630.3,OG0004220
AT3G61370,Solyc01g094630.3,OG0004220
AT1G55490,Solyc01g028810.3,OG0004522
AT3G13470,Solyc01g028810.3,OG0004522
AT4G25400,Solyc06g035490.3,OG0000506
AT4G25400,Solyc09g074805.1,OG0000506
AT4G25400,Solyc03g006910.3,OG0000506
AT5G51780,Solyc06g035490.3,OG0000506
AT5G51780,Solyc09g074805.1,OG0000506
AT5G51780,Solyc03g006910.3,OG0000506
AT1G62975,Solyc06g035490.3,OG0000506
AT1G62975,Solyc09g074805.1,OG0000506
AT1G62975,Solyc03g006910.3,OG0000506
AT1G12540,Solyc06g035490.3,OG0000506
AT1G12540,Solyc09g074805.1,OG0000506
AT1G12540,Solyc03g006910.3,OG0000506
AT5G51790,Solyc06g035490.3,OG0000506
AT5G51790,Solyc09g074805.1,OG0000506
AT5G51790,Solyc03g006910.3,OG0000506
AT4G25410,Solyc06g035490.3,OG0000506
AT4G25410,Solyc09g074805.1,OG0000506
AT4G25410,Solyc03g006910.3,OG0000506
AT1G19440,Solyc04g080450.1,OG0009562
AT3G63270,Solyc06g084150.4,OG0011214
AT4G14305,Solyc06g053550.3,OG0008591
AT4G16450,Solyc07g065275.1,OG0008142
AT3G44115,Solyc06g048400.1,OG0000047
AT2G21655,Solyc06g048400.1,OG0000047
AT5G34881,Solyc06g048400.1,OG0000047
AT5G42957,Solyc06g048400.1,OG0000047
AT5G34883,Solyc06g048400.1,OG0000047
AT1G57760,Solyc06g048400.1,OG0000047
AT1G45221,Solyc06g048400.1,OG0000047
AT5G35405,Solyc06g048400.1,OG0000047
AT3G30247,Solyc06g048400.1,OG0000047
AT2G04041,Solyc06g048400.1,OG0000047
AT1G45215,Solyc06g048400.1,OG0000047
AT3G30383,Solyc06g048400.1,OG0000047
AT1G45223,Solyc06g048400.1,OG0000047
AT3G30385,Solyc06g048400.1,OG0000047
AT1G57777,Solyc06g048400.1,OG0000047
AT5G34882,Solyc06g048400.1,OG0000047
AT4G07515,Solyc06g048400.1,OG0000047
AT1G57775,Solyc06g048400.1,OG0000047
AT5G34885,Solyc06g048400.1,OG0000047
AT5G34905,Solyc06g048400.1,OG0000047
AT1G52970,Solyc06g048400.1,OG0000047
AT4G13263,Solyc06g048400.1,OG0000047
AT5G34887,Solyc06g048400.1,OG0000047
AT1G47470,Solyc06g048400.1,OG0000047
AT2G25482,Solyc06g048400.1,OG0000047
AT4G08025,Solyc06g048400.1,OG0000047
AT5G42567,Solyc06g048400.1,OG0000047
AT2G21727,Solyc06g048400.1,OG0000047
AT5G34908,Solyc06g048400.1,OG0000047
AT3G30387,Solyc06g048400.1,OG0000047
AT3G11990,Solyc06g048400.1,OG0000047
AT2G04037,Solyc06g048400.1,OG0000047
AT3G29797,Solyc06g048400.1,OG0000047
AT5G42955,Solyc06g048400.1,OG0000047
AT3G01185,Solyc06g048400.1,OG0000047
AT1G45190,Solyc06g048400.1,OG0000047
AT1G47450,Solyc06g048400.1,OG0000047
AT4G13261,Solyc06g048400.1,OG0000047
AT2G04031,Solyc06g048400.1,OG0000047
AT3G21670,Solyc12g006050.2,OG0005693
AT3G21670,Solyc07g049290.3,OG0005693
AT4G16790,Solyc06g060820.2,OG0002513
AT4G16790,Solyc01g090440.2,OG0002513
AT4G16790,Solyc08g078290.1,OG0002513
AT4G03415,Solyc07g054300.3,OG0002401
AT4G03415,Solyc10g008490.3,OG0002401
AT1G03590,Solyc07g054300.3,OG0002401
AT1G03590,Solyc10g008490.3,OG0002401
AT2G33180,Solyc10g007670.4,OG0006845
AT5G64300,Solyc01g105560.3,OG0013236
AT5G41610,Solyc12g056160.2,OG0004064
AT4G14810,Solyc12g056160.2,OG0004064
AT3G21110,Solyc01g081300.4,OG0010951
AT1G01090,Solyc12g009400.2,OG0004596
AT1G01090,Solyc12g009410.2,OG0004596
AT3G05270,Solyc11g012860.3,OG0002882
AT3G05270,Solyc12g068070.2,OG0002882
AT3G05270,Solyc06g060320.4,OG0002882
AT2G34720,Solyc02g069860.4,OG0003603
AT1G30500,Solyc02g069860.4,OG0003603
AT5G51280,Solyc03g117440.3,OG0004285
AT4G33370,Solyc03g117440.3,OG0004285
AT5G26670,Solyc01g102350.3,OG0005478
AT3G05910,Solyc01g102350.3,OG0005478
AT2G32230,Solyc06g065500.4,OG0007319
AT1G10550,Solyc05g005680.3,OG0010238
AT1G27630,Solyc07g032480.3,OG0010218
AT1G62640,Solyc03g097470.3,OG0010123
AT1G77490,Solyc11g018550.4,OG0009927
AT3G54380,Solyc06g061120.4,OG0011494
AT1G13350,Solyc05g009540.3,OG0002568
AT3G53640,Solyc05g009540.3,OG0002568
AT3G25840,Solyc05g009540.3,OG0002568
AT1G49350,Solyc01g109450.3,OG0009192
AT5G64790,Solyc04g051590.3,OG0012307
AT4G16410,Solyc11g012640.1,OG0008364
AT1G67060,Solyc03g119350.3,OG0009970
AT5G45150,Solyc10g006220.4,OG0000651
AT5G45150,Solyc03g053050.1,OG0000651
AT5G45150,Solyc10g006200.4,OG0000651
AT5G45150,Solyc10g006210.3,OG0000651
AT5G45150,Solyc10g006173.1,OG0000651
AT5G45150,Solyc12g014410.2,OG0000651
AT3G20420,Solyc10g006220.4,OG0000651
AT3G20420,Solyc03g053050.1,OG0000651
AT3G20420,Solyc10g006200.4,OG0000651
AT3G20420,Solyc10g006210.3,OG0000651
AT3G20420,Solyc10g006173.1,OG0000651
AT3G20420,Solyc12g014410.2,OG0000651
AT1G73177,Solyc08g006570.4,OG0010525
AT3G23940,Solyc12g043020.2,OG0005205
AT3G23940,Solyc05g053540.3,OG0005205
AT1G51080,Solyc01g102860.2,OG0008950
AT5G54250,Solyc10g006800.4,OG0006008
AT5G54250,Solyc12g005400.3,OG0006008
AT2G42280,Solyc11g056650.2,OG0002190
AT2G42280,Solyc10g079050.2,OG0002190
AT2G42280,Solyc12g100140.3,OG0002190
AT4G20090,Solyc02g081860.3,OG0008486
AT5G52960,Solyc03g007540.3,OG0013365
AT2G33810,Solyc10g009080.4,OG0003838
AT2G33810,Solyc02g077920.4,OG0003838
AT1G18250,Solyc03g118780.3,OG0004872
AT1G73620,Solyc03g118780.3,OG0004872
AT3G10060,Solyc09g008650.3,OG0011162
AT5G19320,Solyc09g065190.3,OG0005514
AT3G06000,Solyc09g065190.3,OG0005514
ATCG00065,Solyc00g500069.1,OG0006372
AT1G72670,Solyc03g121760.3,OG0004959
AT1G17480,Solyc03g121760.3,OG0004959
AT5G24275,Solyc06g051990.4,OG0000150
AT5G24275,Solyc11g032170.1,OG0000150
AT5G24275,Solyc11g032160.1,OG0000150
AT5G24275,Solyc03g150133.1,OG0000150
AT5G24275,Solyc03g071830.1,OG0000150
AT5G24275,Solyc03g083180.1,OG0000150
AT5G24275,Solyc03g083200.4,OG0000150
AT5G24275,Solyc03g071790.1,OG0000150
AT5G24275,Solyc03g071800.2,OG0000150
AT5G24275,Solyc03g083130.3,OG0000150
AT5G24275,Solyc03g071820.2,OG0000150
AT5G24275,Solyc03g071810.1,OG0000150
AT5G24275,Solyc03g083170.3,OG0000150
AT5G24275,Solyc03g083160.3,OG0000150
AT5G24275,Solyc03g083190.3,OG0000150
AT5G24275,Solyc03g083210.3,OG0000150
AT5G24275,Solyc11g032140.1,OG0000150
AT5G24280,Solyc06g051990.4,OG0000150
AT5G24280,Solyc11g032170.1,OG0000150
AT5G24280,Solyc11g032160.1,OG0000150
AT5G24280,Solyc03g150133.1,OG0000150
AT5G24280,Solyc03g071830.1,OG0000150
AT5G24280,Solyc03g083180.1,OG0000150
AT5G24280,Solyc03g083200.4,OG0000150
AT5G24280,Solyc03g071790.1,OG0000150
AT5G24280,Solyc03g071800.2,OG0000150
AT5G24280,Solyc03g083130.3,OG0000150
AT5G24280,Solyc03g071820.2,OG0000150
AT5G24280,Solyc03g071810.1,OG0000150
AT5G24280,Solyc03g083170.3,OG0000150
AT5G24280,Solyc03g083160.3,OG0000150
AT5G24280,Solyc03g083190.3,OG0000150
AT5G24280,Solyc03g083210.3,OG0000150
AT5G24280,Solyc11g032140.1,OG0000150
AT3G49250,Solyc06g051990.4,OG0000150
AT3G49250,Solyc11g032170.1,OG0000150
AT3G49250,Solyc11g032160.1,OG0000150
AT3G49250,Solyc03g150133.1,OG0000150
AT3G49250,Solyc03g071830.1,OG0000150
AT3G49250,Solyc03g083180.1,OG0000150
AT3G49250,Solyc03g083200.4,OG0000150
AT3G49250,Solyc03g071790.1,OG0000150
AT3G49250,Solyc03g071800.2,OG0000150
AT3G49250,Solyc03g083130.3,OG0000150
AT3G49250,Solyc03g071820.2,OG0000150
AT3G49250,Solyc03g071810.1,OG0000150
AT3G49250,Solyc03g083170.3,OG0000150
AT3G49250,Solyc03g083160.3,OG0000150
AT3G49250,Solyc03g083190.3,OG0000150
AT3G49250,Solyc03g083210.3,OG0000150
AT3G49250,Solyc11g032140.1,OG0000150
AT2G31270,Solyc01g006140.4,OG0003835
AT2G31270,Solyc06g008510.3,OG0003835
AT2G37585,Solyc09g010660.3,OG0006664
AT5G55250,Solyc07g064990.3,OG0005832
AT5G55250,Solyc12g014500.3,OG0005832
AT2G22500,Solyc11g010500.1,OG0007379
AT4G39620,Solyc04g054270.4,OG0008085
AT1G60930,Solyc09g018690.4,OG0002574
AT1G60930,Solyc01g103960.3,OG0002574
AT1G10930,Solyc09g018690.4,OG0002574
AT1G10930,Solyc01g103960.3,OG0002574
AT2G40420,Solyc06g050800.4,OG0001981
AT2G40420,Solyc05g052300.4,OG0001981
AT3G56200,Solyc06g050800.4,OG0001981
AT3G56200,Solyc05g052300.4,OG0001981
AT5G64180,Solyc01g105130.4,OG0012549
AT4G17180,Solyc04g015190.3,OG0008386
AT5G15940,Solyc09g010150.4,OG0005990
AT5G04070,Solyc09g010150.4,OG0005990
AT4G21470,Solyc02g079100.3,OG0007613
AT2G17820,Solyc02g083670.4,OG0006588
AT1G68680,Solyc07g005430.3,OG0009980
AT5G39960,Solyc10g005910.2,OG0012328
AT1G02020,Solyc01g091130.4,OG0005091
AT1G02020,Solyc01g091140.4,OG0005091
AT1G13930,Solyc04g005480.1,OG0002207
AT1G13930,Solyc05g012570.3,OG0002207
AT2G03440,Solyc04g005480.1,OG0002207
AT2G03440,Solyc05g012570.3,OG0002207
AT5G46800,Solyc10g079200.2,OG0012996
AT1G76940,Solyc04g071050.4,OG0002605
AT1G21326,Solyc04g071050.4,OG0002605
AT1G21320,Solyc04g071050.4,OG0002605
AT4G33830,Solyc05g051260.3,OG0000425
AT4G33830,Solyc01g107000.3,OG0000425
AT4G33830,Solyc01g106990.2,OG0000425
AT4G33830,Solyc01g106980.2,OG0000425
AT4G33810,Solyc05g051260.3,OG0000425
AT4G33810,Solyc01g107000.3,OG0000425
AT4G33810,Solyc01g106990.2,OG0000425
AT4G33810,Solyc01g106980.2,OG0000425
AT2G14690,Solyc05g051260.3,OG0000425
AT2G14690,Solyc01g107000.3,OG0000425
AT2G14690,Solyc01g106990.2,OG0000425
AT2G14690,Solyc01g106980.2,OG0000425
AT4G33840,Solyc05g051260.3,OG0000425
AT4G33840,Solyc01g107000.3,OG0000425
AT4G33840,Solyc01g106990.2,OG0000425
AT4G33840,Solyc01g106980.2,OG0000425
AT4G33860,Solyc05g051260.3,OG0000425
AT4G33860,Solyc01g107000.3,OG0000425
AT4G33860,Solyc01g106990.2,OG0000425
AT4G33860,Solyc01g106980.2,OG0000425
AT4G33820,Solyc05g051260.3,OG0000425
AT4G33820,Solyc01g107000.3,OG0000425
AT4G33820,Solyc01g106990.2,OG0000425
AT4G33820,Solyc01g106980.2,OG0000425
AT3G09050,Solyc10g085080.3,OG0005691
AT3G09050,Solyc09g014215.2,OG0005691
AT3G25220,Solyc09g057670.3,OG0011025
AT5G03190,Solyc11g069330.1,OG0005334
AT3G53400,Solyc11g069330.1,OG0005334
AT2G39000,Solyc04g025240.2,OG0006899
AT1G30470,Solyc02g069780.3,OG0010437
AT5G06300,Solyc10g082020.2,OG0012022
AT2G37580,Solyc09g010650.1,OG0007004
AT4G21790,Solyc02g080370.3,OG0007695
AT1G05310,Solyc07g043240.4,OG0009489
AT3G60200,Solyc01g088530.2,OG0003973
AT2G44600,Solyc01g088530.2,OG0003973
AT5G11620,Solyc11g071190.3,OG0006059
AT5G11620,Solyc08g066550.3,OG0006059
AT2G20980,Solyc01g111550.3,OG0006435
AT4G33920,Solyc01g107300.4,OG0004351
AT4G33920,Solyc10g049630.2,OG0004351
AT1G50730,Solyc12g005090.3,OG0009926
AT4G11920,Solyc12g056490.1,OG0002436
AT4G11920,Solyc08g080080.4,OG0002436
AT4G22910,Solyc12g056490.1,OG0002436
AT4G22910,Solyc08g080080.4,OG0002436
AT1G17370,Solyc06g063000.3,OG0008986
AT1G17180,Solyc07g056440.3,OG0000527
AT1G17180,Solyc07g056460.3,OG0000527
AT1G17180,Solyc07g056430.3,OG0000527
AT1G17180,Solyc07g056420.4,OG0000527
AT1G17180,Solyc07g056470.3,OG0000527
AT1G17180,Solyc07g056450.3,OG0000527
AT1G17180,Solyc07g056480.3,OG0000527
AT1G17170,Solyc07g056440.3,OG0000527
AT1G17170,Solyc07g056460.3,OG0000527
AT1G17170,Solyc07g056430.3,OG0000527
AT1G17170,Solyc07g056420.4,OG0000527
AT1G17170,Solyc07g056470.3,OG0000527
AT1G17170,Solyc07g056450.3,OG0000527
AT1G17170,Solyc07g056480.3,OG0000527
AT2G25330,Solyc06g017970.4,OG0006519
AT5G59990,Solyc11g072850.2,OG0012966
AT3G05830,Solyc01g101130.3,OG0005702
AT5G26770,Solyc01g101130.3,OG0005702
AT1G76540,Solyc04g082840.4,OG0004489
AT1G20930,Solyc04g082840.4,OG0004489
AT4G02390,Solyc08g074730.2,OG0004146
AT4G02390,Solyc08g074740.3,OG0004146
AT3G21790,Solyc07g043160.1,OG0000208
AT3G21790,Solyc07g043110.2,OG0000208
AT3G21790,Solyc07g043100.1,OG0000208
AT3G21790,Solyc09g098080.4,OG0000208
AT3G21790,Solyc07g043170.4,OG0000208
AT3G21790,Solyc12g014010.2,OG0000208
AT3G21790,Solyc07g043150.1,OG0000208
AT3G21790,Solyc07g043180.1,OG0000208
AT3G21750,Solyc07g043160.1,OG0000208
AT3G21750,Solyc07g043110.2,OG0000208
AT3G21750,Solyc07g043100.1,OG0000208
AT3G21750,Solyc09g098080.4,OG0000208
AT3G21750,Solyc07g043170.4,OG0000208
AT3G21750,Solyc12g014010.2,OG0000208
AT3G21750,Solyc07g043150.1,OG0000208
AT3G21750,Solyc07g043180.1,OG0000208
AT3G21760,Solyc07g043160.1,OG0000208
AT3G21760,Solyc07g043110.2,OG0000208
AT3G21760,Solyc07g043100.1,OG0000208
AT3G21760,Solyc09g098080.4,OG0000208
AT3G21760,Solyc07g043170.4,OG0000208
AT3G21760,Solyc12g014010.2,OG0000208
AT3G21760,Solyc07g043150.1,OG0000208
AT3G21760,Solyc07g043180.1,OG0000208
AT4G15270,Solyc07g043160.1,OG0000208
AT4G15270,Solyc07g043110.2,OG0000208
AT4G15270,Solyc07g043100.1,OG0000208
AT4G15270,Solyc09g098080.4,OG0000208
AT4G15270,Solyc07g043170.4,OG0000208
AT4G15270,Solyc12g014010.2,OG0000208
AT4G15270,Solyc07g043150.1,OG0000208
AT4G15270,Solyc07g043180.1,OG0000208
AT3G21780,Solyc07g043160.1,OG0000208
AT3G21780,Solyc07g043110.2,OG0000208
AT3G21780,Solyc07g043100.1,OG0000208
AT3G21780,Solyc09g098080.4,OG0000208
AT3G21780,Solyc07g043170.4,OG0000208
AT3G21780,Solyc12g014010.2,OG0000208
AT3G21780,Solyc07g043150.1,OG0000208
AT3G21780,Solyc07g043180.1,OG0000208
AT3G21800,Solyc07g043160.1,OG0000208
AT3G21800,Solyc07g043110.2,OG0000208
AT3G21800,Solyc07g043100.1,OG0000208
AT3G21800,Solyc09g098080.4,OG0000208
AT3G21800,Solyc07g043170.4,OG0000208
AT3G21800,Solyc12g014010.2,OG0000208
AT3G21800,Solyc07g043150.1,OG0000208
AT3G21800,Solyc07g043180.1,OG0000208
AT4G15280,Solyc07g043160.1,OG0000208
AT4G15280,Solyc07g043110.2,OG0000208
AT4G15280,Solyc07g043100.1,OG0000208
AT4G15280,Solyc09g098080.4,OG0000208
AT4G15280,Solyc07g043170.4,OG0000208
AT4G15280,Solyc12g014010.2,OG0000208
AT4G15280,Solyc07g043150.1,OG0000208
AT4G15280,Solyc07g043180.1,OG0000208
AT4G15260,Solyc07g043160.1,OG0000208
AT4G15260,Solyc07g043110.2,OG0000208
AT4G15260,Solyc07g043100.1,OG0000208
AT4G15260,Solyc09g098080.4,OG0000208
AT4G15260,Solyc07g043170.4,OG0000208
AT4G15260,Solyc12g014010.2,OG0000208
AT4G15260,Solyc07g043150.1,OG0000208
AT4G15260,Solyc07g043180.1,OG0000208
AT3G14770,Solyc07g062120.4,OG0011440
AT3G57660,Solyc10g080350.3,OG0010991
ATCG00740,Solyc00g500029.1,OG0000898
ATCG00740,Solyc00g500074.1,OG0000898
ATCG00740,Solyc00g500157.1,OG0000898
ATCG00740,Solyc08g081560.1,OG0000898
ATCG00740,Solyc09g050062.1,OG0000898
AT4G11400,Solyc08g081290.4,OG0008294
AT5G13680,Solyc05g054630.4,OG0012308
AT3G49100,Solyc12g099820.1,OG0010989
AT2G47330,Solyc01g079330.3,OG0006891
AT1G53200,Solyc12g014090.2,OG0009389
AT1G31020,Solyc02g068500.3,OG0003733
AT2G35010,Solyc02g068500.3,OG0003733
AT1G68660,Solyc03g119700.3,OG0009748
AT5G08270,Solyc12g088450.3,OG0005707
AT5G23200,Solyc12g088450.3,OG0005707
AT5G61230,Solyc08g005910.3,OG0003117
AT5G61230,Solyc12g096260.2,OG0003117
AT5G07840,Solyc08g005910.3,OG0003117
AT5G07840,Solyc12g096260.2,OG0003117
AT4G21660,Solyc02g078610.4,OG0002346
AT4G21660,Solyc03g006520.3,OG0002346
AT1G11520,Solyc02g078610.4,OG0002346
AT1G11520,Solyc03g006520.3,OG0002346
AT4G12590,Solyc05g054100.3,OG0004118
AT4G22440,Solyc05g054100.3,OG0004118
AT5G49130,Solyc01g066560.3,OG0012495
AT3G13520,Solyc01g005590.2,OG0001046
AT3G13520,Solyc10g078580.1,OG0001046
AT4G26320,Solyc01g005590.2,OG0001046
AT4G26320,Solyc10g078580.1,OG0001046
AT1G55330,Solyc01g005590.2,OG0001046
AT1G55330,Solyc10g078580.1,OG0001046
AT5G56540,Solyc01g005590.2,OG0001046
AT5G56540,Solyc10g078580.1,OG0001046
AT5G19380,Solyc12g099810.2,OG0005774
AT5G12170,Solyc12g099810.2,OG0005774
AT1G21710,Solyc11g018510.2,OG0009939
AT3G15490,Solyc12g010700.2,OG0000961
AT3G15490,Solyc07g063345.1,OG0000961
AT3G15490,Solyc07g054240.2,OG0000961
AT1G51900,Solyc12g010700.2,OG0000961
AT1G51900,Solyc07g063345.1,OG0000961
AT1G51900,Solyc07g054240.2,OG0000961
AT2G14830,Solyc12g010700.2,OG0000961
AT2G14830,Solyc07g063345.1,OG0000961
AT2G14830,Solyc07g054240.2,OG0000961
AT2G41890,Solyc03g063650.1,OG0007466
AT1G32450,Solyc01g080870.3,OG0004982
AT1G32450,Solyc10g024490.2,OG0004982
AT3G52115,Solyc01g086930.4,OG0010916
AT3G55760,Solyc06g053920.4,OG0011529
AT5G35430,Solyc07g007890.3,OG0013553
AT5G02250,Solyc09g010870.4,OG0013608
AT5G12400,Solyc01g058550.1,OG0006125
AT5G12400,Solyc11g065160.3,OG0006125
AT5G59450,Solyc01g100200.3,OG0001681
AT5G59450,Solyc06g082530.3,OG0001681
AT5G59450,Solyc06g076290.1,OG0001681
AT3G46600,Solyc01g100200.3,OG0001681
AT3G46600,Solyc06g082530.3,OG0001681
AT3G46600,Solyc06g076290.1,OG0001681
AT3G52140,Solyc01g086750.4,OG0010758
AT1G33120,Solyc08g014550.3,OG0005005
AT1G33140,Solyc08g014550.3,OG0005005
AT1G34580,Solyc04g074070.2,OG0009003
AT1G60730,Solyc09g097970.3,OG0000517
AT1G60730,Solyc09g097960.3,OG0000517
AT1G60730,Solyc09g097950.3,OG0000517
AT1G60730,Solyc09g097980.4,OG0000517
AT1G60680,Solyc09g097970.3,OG0000517
AT1G60680,Solyc09g097960.3,OG0000517
AT1G60680,Solyc09g097950.3,OG0000517
AT1G60680,Solyc09g097980.4,OG0000517
AT1G60750,Solyc09g097970.3,OG0000517
AT1G60750,Solyc09g097960.3,OG0000517
AT1G60750,Solyc09g097950.3,OG0000517
AT1G60750,Solyc09g097980.4,OG0000517
AT1G60690,Solyc09g097970.3,OG0000517
AT1G60690,Solyc09g097960.3,OG0000517
AT1G60690,Solyc09g097950.3,OG0000517
AT1G60690,Solyc09g097980.4,OG0000517
AT1G60710,Solyc09g097970.3,OG0000517
AT1G60710,Solyc09g097960.3,OG0000517
AT1G60710,Solyc09g097950.3,OG0000517
AT1G60710,Solyc09g097980.4,OG0000517
AT2G46900,Solyc08g016090.4,OG0007549
AT1G69350,Solyc05g012630.2,OG0010111
AT1G14880,Solyc12g037950.2,OG0001074
AT1G14880,Solyc01g005470.3,OG0001074
AT5G35525,Solyc12g037950.2,OG0001074
AT5G35525,Solyc01g005470.3,OG0001074
AT1G68630,Solyc12g037950.2,OG0001074
AT1G68630,Solyc01g005470.3,OG0001074
AT1G14870,Solyc12g037950.2,OG0001074
AT1G14870,Solyc01g005470.3,OG0001074
AT1G13450,Solyc12g077540.3,OG0005072
AT3G25990,Solyc12g077540.3,OG0005072
AT1G43980,Solyc04g063340.3,OG0009638
AT1G72420,Solyc11g005060.2,OG0009626
AT1G64760,Solyc10g078510.3,OG0001894
AT1G64760,Solyc12g019890.2,OG0001894
AT2G19440,Solyc10g078510.3,OG0001894
AT2G19440,Solyc12g019890.2,OG0001894
AT4G14340,Solyc06g008320.4,OG0001022
AT4G14340,Solyc06g053560.4,OG0001022
AT4G14340,Solyc09g066440.4,OG0001022
AT4G14340,Solyc09g090250.4,OG0001022
AT4G14340,Solyc06g083830.4,OG0001022
AT5G66920,Solyc02g065170.3,OG0005987
AT5G66920,Solyc02g090360.3,OG0005987
AT4G36930,Solyc02g093280.2,OG0007957
AT1G03190,Solyc06g008970.4,OG0010286
AT1G16800,Solyc03g124010.3,OG0010528
AT2G39890,Solyc05g052820.3,OG0002099
AT3G55740,Solyc05g052820.3,OG0002099
AT2G36590,Solyc05g052820.3,OG0002099
