"","Run","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash"
"826","SRR6337915","2017-12-06 17:56:12","2017-12-01 15:37:09",25013637,2526377337,0,101,1639,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/337/SRR6337915.sralite.1","SRX3436877","","RNA-Seq","cDNA","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2727821","SAMN08118517","simple",28377,"Anolis carolinensis","GSM2871946",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA635532",NA,"public","C777C2571EB26B8923F5E38D8CB9E5A3","25541F25B37215A5A15E00EAB1447ADD"
"825","SRR6337914","2017-12-06 17:56:12","2017-12-01 15:37:32",33937077,3427644777,0,101,2132,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/337/SRR6337914.sralite.1","SRX3436876","","RNA-Seq","cDNA","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2727820","SAMN08118518","simple",28377,"Anolis carolinensis","GSM2871945",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA635532",NA,"public","0A7BAE8677CE275696B0915CC060F79C","7B3297C1DDDC49F8551B8CC96BEB1555"
"824","SRR6337913","2017-12-06 17:56:12","2017-12-01 15:36:38",26327473,2659074773,0,101,1584,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/337/SRR6337913.sralite.1","SRX3436875","","RNA-Seq","cDNA","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2727819","SAMN08118519","simple",28377,"Anolis carolinensis","GSM2871944",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA635532",NA,"public","6BDD332CE93E5ECB895317C306D52F0B","4DAF6F4AAB9D1E5B0436ADBB85CAD11D"
"823","SRR6337912","2017-12-06 17:56:12","2017-12-01 15:37:28",29117617,2940879317,0,101,1902,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/337/SRR6337912.sralite.1","SRX3436874","","RNA-Seq","cDNA","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2727818","SAMN08118520","simple",28377,"Anolis carolinensis","GSM2871943",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA635532",NA,"public","0709831AB405681DC0DB2B7F5BC4B605","7448B1DD201C7EA8C0A9670B159A5CA8"
"822","SRR6337911","2017-12-06 17:56:12","2017-12-01 15:39:42",21632296,2184861896,0,101,1362,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/337/SRR6337911.sralite.1","SRX3436873","","RNA-Seq","cDNA","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2727817","SAMN08118521","simple",28377,"Anolis carolinensis","GSM2871942",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA635532",NA,"public","83B6DB5027BBF1FB93B516CB06344AA8","57AF7CFCC261D4A539DA17AFF6D2F305"
"820","SRR6261446","2017-11-14 10:44:13","2017-11-13 11:57:27",28627726,2890222864,0,100,1466,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261446/SRR6261446.sralite.1","SRX3367777","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665424","SAMN07981822","simple",28377,"Anolis carolinensis","GSM2843080",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","9E2E31A7CD5A3FE330BF78D5CF13975C","6A8DE36E51797667DF88F8780508FCDC"
"819","SRR6261445","2017-11-14 10:44:13","2017-11-13 14:22:55",22585462,2280006297,0,100,1245,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261445/SRR6261445.sralite.1","SRX3367776","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665421","SAMN07981823","simple",28377,"Anolis carolinensis","GSM2843079",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","7DE6C3163E086E5A8EB5C654D79753BF","2B50770AC210955F0F398C19910AAE31"
"818","SRR6261444","2017-11-14 10:44:13","2017-11-13 14:11:35",23888052,2411697863,0,100,1299,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261444/SRR6261444.sralite.1","SRX3367775","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665423","SAMN07981824","simple",28377,"Anolis carolinensis","GSM2843078",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","5C3BABB29E9155A256A96F0E43649F6A","947617D28B277C0C67272AF8EC78F797"
"817","SRR6261443","2017-11-14 10:44:13","2017-11-13 14:01:39",26892953,2715467498,0,100,1395,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261443/SRR6261443.sralite.1","SRX3367774","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665422","SAMN07981825","simple",28377,"Anolis carolinensis","GSM2843077",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","AA6311C8BBD3E1305B9DE0C7B2AA0AFA","F0364B67A9BF2F5D5D4AE5D0CF169BCD"
"816","SRR6261442","2017-11-14 10:44:13","2017-11-13 19:06:26",34569097,3491478797,0,101,1699,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261442/SRR6261442.sralite.1","SRX3367773","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665420","SAMN07981826","simple",28377,"Anolis carolinensis","GSM2843076",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","615F918D0FB46547D662CFF66FD3C23E","8AB15918BE9B58FF7AF2274A2E7A2862"
"815","SRR6261441","2017-11-14 10:44:13","2017-11-13 14:11:50",26928015,2718595357,0,100,1390,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261441/SRR6261441.sralite.1","SRX3367772","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665416","SAMN07981827","simple",28377,"Anolis carolinensis","GSM2843075",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","",""
"814","SRR6261440","2017-11-14 10:44:13","2017-11-13 14:32:45",23861859,2408890676,0,100,1272,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261440/SRR6261440.sralite.1","SRX3367771","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665418","SAMN07981828","simple",28377,"Anolis carolinensis","GSM2843074",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","FEBFE88BF6D232CB3A48C847EDE72AAA","6B13B9F4EE93CA8F7B4E2BFE2F79C01B"
"813","SRR6261439","2017-11-14 10:44:13","2017-11-13 14:11:00",25711115,2595778715,0,100,1345,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261439/SRR6261439.sralite.1","SRX3367770","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665415","SAMN07981829","simple",28377,"Anolis carolinensis","GSM2843073",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","A2754B8D9B046DF15FAA1DBD5B218EB7","33ECB3695587C946D71FDF10DF83B921"
"812","SRR6261438","2017-11-14 10:44:13","2017-11-13 14:14:29",30845038,3114556788,0,100,1504,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261438/SRR6261438.sralite.1","SRX3367769","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665419","SAMN07981830","simple",28377,"Anolis carolinensis","GSM2843072",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","264B5A5D21F1B0F5C96E2A01756980BD","6D7791D2472815007132E0C575F6BA3E"
"811","SRR6261437","2017-11-14 10:44:13","2017-11-13 14:30:24",31534220,3183147186,0,100,1576,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261437/SRR6261437.sralite.1","SRX3367768","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665413","SAMN07981836","simple",28377,"Anolis carolinensis","GSM2843071",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","F3DC88D3C5A384BB34D768E4146ADB82","2D28FD17357173D5D8E3D3F3B74B0C3E"
"810","SRR6261436","2017-11-14 10:44:13","2017-11-13 13:47:38",24868243,2511056471,0,100,1303,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261436/SRR6261436.sralite.1","SRX3367767","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665417","SAMN07981831","simple",28377,"Anolis carolinensis","GSM2843070",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","43BBB435B16E7D30E7263864A74D53E5","EF4081222E0A19A6258FD45647A8678F"
"809","SRR6261435","2017-11-14 10:44:13","2017-11-13 14:08:06",26588202,2684258954,0,100,1385,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261435/SRR6261435.sralite.1","SRX3367766","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665414","SAMN07981835","simple",28377,"Anolis carolinensis","GSM2843069",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","DF9B04FE7DBA44DF53EDD31ACF68CDF8","4ED95535FF2B43E1ED5AB33018967EB2"
"808","SRR6261434","2017-11-14 10:44:13","2017-11-13 14:11:01",22089080,2229960111,0,100,1228,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261434/SRR6261434.sralite.1","SRX3367765","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665412","SAMN07981834","simple",28377,"Anolis carolinensis","GSM2843068",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","59E431F2DE1B6CE768953C6E2B674B42","E9C3655C452480B5191C2BA64B62B505"
"807","SRR6261433","2017-11-14 10:44:13","2017-11-13 14:16:35",31376132,3167149368,0,100,1571,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261433/SRR6261433.sralite.1","SRX3367764","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665411","SAMN07981833","simple",28377,"Anolis carolinensis","GSM2843067",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","D6B1DA81FFD604E5721CF89ACF6B1AF0","EFA5C130E11FD699A60978F2516ED25B"
"806","SRR6261432","2017-11-14 10:44:13","2017-11-13 14:58:12",36832917,3718467586,0,100,1836,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261432/SRR6261432.sralite.1","SRX3367763","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665410","SAMN07981832","simple",28377,"Anolis carolinensis","GSM2843066",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","3C23CA297F217AD86C6D7C52B5B20B39","3AA64D7A782FDC22A0C7939F2463707D"
"805","SRR6261431","2017-11-14 10:44:13","2017-11-13 14:12:40",27073668,2733360250,0,100,1398,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261431/SRR6261431.sralite.1","SRX3367762","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665409","SAMN07981842","simple",28377,"Anolis carolinensis","GSM2843065",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","930DACB1CA37EC165A9C0A4870AB3885","2E639DED422711B13EB99E6B32903A4D"
"804","SRR6261430","2017-11-14 10:44:13","2017-11-13 16:48:02",26410427,2667453127,0,101,1386,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261430/SRR6261430.sralite.1","SRX3367761","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665406","SAMN07981841","simple",28377,"Anolis carolinensis","GSM2843064",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","67B703DF0825546768B9F6D802E84F71","6470DF0D341DF735DD416F882160626B"
"803","SRR6261429","2017-11-14 10:44:13","2017-11-13 14:32:51",33057004,3337236806,0,100,1668,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261429/SRR6261429.sralite.1","SRX3367760","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665407","SAMN07981840","simple",28377,"Anolis carolinensis","GSM2843063",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","04DD78DE72E97733BE10FA9F9AD7E1E1","9BF8A29311D9514C0344173C853E42A7"
"802","SRR6261428","2017-11-14 10:44:13","2017-11-13 14:36:06",32860959,3317439072,0,100,1717,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261428/SRR6261428.sralite.1","SRX3367759","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665408","SAMN07981839","simple",28377,"Anolis carolinensis","GSM2843062",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","AFFA9559F146FA713766F8ED706A38AF","58769BD1383E27FEC5EE63DD11869EAD"
"801","SRR6261427","2017-11-14 10:44:13","2017-11-13 14:28:54",34463588,3479167604,0,100,1762,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261427/SRR6261427.sralite.1","SRX3367758","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665401","SAMN07981837","simple",28377,"Anolis carolinensis","GSM2843061",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","F9E58E945E72F3704A161A92857E4D9D","0E200A479B0169B401045E05539BFBB7"
"800","SRR6261426","2017-11-14 10:44:13","2017-11-13 14:56:21",37650674,3800910829,0,100,1924,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261426/SRR6261426.sralite.1","SRX3367757","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665403","SAMN07981838","simple",28377,"Anolis carolinensis","GSM2843060",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","8DAACB5CD99045A245E5C3560975623F","4EDCA597A6F856E1E51BBD18FFDD7240"
"799","SRR6261425","2017-11-14 10:44:13","2017-11-13 14:50:45",39499372,3987651021,0,100,1907,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261425/SRR6261425.sralite.1","SRX3367756","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665405","SAMN07981848","simple",28377,"Anolis carolinensis","GSM2843059",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","2E6B9A1EF0924464742CCFEF1A547AED","B89F402BE758021F51D70C7BEAD9283C"
"798","SRR6261424","2017-11-14 10:44:13","2017-11-13 14:23:18",27661035,2792493354,0,100,1530,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261424/SRR6261424.sralite.1","SRX3367755","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665402","SAMN07981847","simple",28377,"Anolis carolinensis","GSM2843058",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","53E9FB63D8338694584F020E95EE7DB4","ABBEAA687288AB0E5845D4ACDD275476"
"797","SRR6261423","2017-11-14 10:44:13","2017-11-13 14:23:06",29742729,3002749313,0,100,1540,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261423/SRR6261423.sralite.1","SRX3367754","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665404","SAMN07981846","simple",28377,"Anolis carolinensis","GSM2843057",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","0DFDF40734DF1E6C31D2BE76934C1298","C78C66669101925364075B2E9A38F1F6"
"796","SRR6261422","2017-11-14 10:44:13","2017-11-13 14:23:11",31654217,3195661196,0,100,1696,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261422/SRR6261422.sralite.1","SRX3367753","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665400","SAMN07981845","simple",28377,"Anolis carolinensis","GSM2843056",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","05010427028C1B00EC4DD3C89020223D","538290064B62DFA3A3C11E0CBFA68564"
"795","SRR6261421","2017-11-14 10:44:13","2017-11-13 14:32:04",31147552,3144589824,0,100,1597,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261421/SRR6261421.sralite.1","SRX3367752","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665399","SAMN07981843","simple",28377,"Anolis carolinensis","GSM2843055",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","827D0584C4057AE1C040529BCFD64D88","F145E9E9970A17C4EA596DF235F62D71"
"794","SRR6261420","2017-11-14 10:44:13","2017-11-13 14:36:02",29041670,2931936900,0,100,1584,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261420/SRR6261420.sralite.1","SRX3367751","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665396","SAMN07981844","simple",28377,"Anolis carolinensis","GSM2843054",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","C78FC3B0C5429A33B8FE86A10538F81E","D19F5CE1D59DDC9EE6F2834B1CB7BA98"
"793","SRR6261419","2017-11-14 10:44:13","2017-11-13 14:25:42",30811278,3110538422,0,100,1552,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261419/SRR6261419.sralite.1","SRX3367750","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665398","SAMN07981849","simple",28377,"Anolis carolinensis","GSM2843053",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","BA727A55621DF29B0E873ED78B2B3DC2","67BA4E48DE42356A08F43671FADCB7C1"
"792","SRR6261418","2017-11-14 10:44:13","2017-11-13 15:09:41",39395796,3977260553,0,100,1977,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261418/SRR6261418.sralite.1","SRX3367749","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665397","SAMN07981850","simple",28377,"Anolis carolinensis","GSM2843052",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","6D336D1A5B1AA23AE511A6028A3230E7","141499FCE6EBB6C74804E90384E55A52"
"791","SRR6261417","2017-11-14 10:44:13","2017-11-13 14:08:21",22893705,2311257849,0,100,1288,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261417/SRR6261417.sralite.1","SRX3367748","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665395","SAMN07981851","simple",28377,"Anolis carolinensis","GSM2843051",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","072F3882D6FB0B32059B413E7ACC8658","24CB593C7031D728CDBAEFC26CB4757F"
"790","SRR6261416","2017-11-14 10:44:13","2017-11-13 14:30:43",34449771,3477983146,0,100,1790,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261416/SRR6261416.sralite.1","SRX3367747","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665394","SAMN07981852","simple",28377,"Anolis carolinensis","GSM2843050",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","58A7425870D68E6037E83F40D9DCA5E4","435AF358D444BC20560825660911B8B9"
"789","SRR6261415","2017-11-14 10:44:12","2017-11-13 14:27:18",28470258,2874331536,0,100,1514,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261415/SRR6261415.sralite.1","SRX3367746","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665393","SAMN07981853","simple",28377,"Anolis carolinensis","GSM2843049",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","1E751EFA6DC88AF25D61CC23CDFF8981","195850E23A021B51909A15C92C433CFF"
"788","SRR6261414","2017-11-14 10:44:12","2017-11-13 14:01:00",23442348,2366729045,0,100,1320,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261414/SRR6261414.sralite.1","SRX3367745","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665392","SAMN07981854","simple",28377,"Anolis carolinensis","GSM2843048",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","BF3559F01FEFAEAAC61F471BC3EE26DF","F695126A1189FD87496520C782A531FD"
"787","SRR6261413","2017-11-14 10:44:12","2017-11-13 14:05:50",30283222,3057814737,0,100,1497,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261413/SRR6261413.sralite.1","SRX3367744","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665389","SAMN07981855","simple",28377,"Anolis carolinensis","GSM2843047",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","6515C60E91BB6D379D5B1BA9D52841FF","125B40D5803767764CB20BB367EDAD51"
